지하철역ID,지하철역명,지하철호선ID,지하철호선명,이전지하철역ID,다음지하철역ID,이전지하철역명,다음지하철역명,지하철역X좌표,지하철역Y좌표,환승전호선ID,환승전호선명,환승후호선ID,환승후호선명,차량번호,출입문위치,환승위치
1001000141,구로,1001,1호선,1001000140,1001000142,신도림,구일,37.50334155631282,126.88230806229326,1001.0,1호선,1001.0,1호선,10.0,4.0,10-4
1001000112,망월사,1001,1호선,1001000111,1001000113,회룡,도봉산,37.7102191609902,127.047418285506,,,,,,,
1001000113,도봉산,1001,1호선,1001000112,1001000114,망월사,도봉,37.68951167833238,127.04606271663916,1001.0,1호선,1007.0,7호선,2.0,1.0,2-1
1001000113,도봉산,1001,1호선,1001000112,1001000114,망월사,도봉,37.68951167833238,127.04606271663916,1001.0,1호선,1007.0,7호선,9.0,3.0,9-3
1001000114,도봉,1001,1호선,1001000113,1001000115,도봉산,방학,37.6792119046658,127.045534886672,,,,,,,
1001000115,방학,1001,1호선,1001000114,1001000116,도봉,창동,37.6674383662755,127.044321721307,,,,,,,
1001000116,창동,1001,1호선,1001000115,1001000117,방학,녹천,37.6533385121404,127.047644999036,1001.0,1호선,1004.0,4호선,1.0,4.0,1-4
1001000116,창동,1001,1호선,1001000115,1001000117,방학,녹천,37.6533385121404,127.047644999036,1001.0,1호선,1004.0,4호선,10.0,3.0,10-3
1001000117,녹천,1001,1호선,1001000116,1001000118,창동,월계,37.644633445567656,127.05138201885734,,,,,,,
1001000118,월계,1001,1호선,1001000117,1001000119,녹천,광운대,37.6332775453974,127.058857087601,,,,,,,
1001000119,광운대,1001,1호선,1001000118,1001000120,월계,석계,37.6238373628149,127.061695160651,,,,,,,
1001000120,석계,1001,1호선,1001000119,1001000121,광운대,신이문,37.61500552731744,127.06568946412852,1001.0,1호선,1006.0,6호선,1.0,1.0,1-1
1001000120,석계,1001,1호선,1001000119,1001000121,광운대,신이문,37.61500552731744,127.06568946412852,1001.0,1호선,1006.0,6호선,10.0,4.0,10-4
1001000121,신이문,1001,1호선,1001000120,1001000122,석계,외대앞,37.6017816437084,127.067398003775,,,,,,,
1001000122,외대앞,1001,1호선,1001000121,1001000123,신이문,회기,37.596274142656114,127.06369251145765,,,,,,,
1001000123,회기,1001,1호선,1001000122,1001000124,외대앞,청량리,37.5897962196601,127.058048369273,1001.0,1호선,1063.0,경의중앙선,4.0,3.0,4-3
1001000123,회기,1001,1호선,1001000122,1001000124,외대앞,청량리,37.5897962196601,127.058048369273,1001.0,1호선,1063.0,경의중앙선,7.0,2.0,7-2
1001000124,청량리,1001,1호선,1001000123,1001000125,회기,제기동,37.580037056302906,127.04472723023304,1001.0,1호선,1063.0,경의중앙선,1.0,1.0,1-1
1001000124,청량리,1001,1호선,1001000123,1001000125,회기,제기동,37.580037056302906,127.04472723023304,1001.0,1호선,1063.0,경의중앙선,10.0,4.0,10-4
1001000125,제기동,1001,1호선,1001000124,1001000126,청량리,신설동,37.57817349658033,127.03494949507864,,,,,,,
1001000126,신설동,1001,1호선,1001000125,1001000127,제기동,동묘앞,37.5760299683175,127.024456700382,1001.0,1호선,1002.0,2호선,2.0,1.0,2-1
1001000126,신설동,1001,1호선,1001000125,1001000127,제기동,동묘앞,37.5760299683175,127.024456700382,1001.0,1호선,1002.0,2호선,9.0,4.0,9-4
1001000127,동묘앞,1001,1호선,1001000126,1001000128,신설동,동대문,37.5732166600283,127.016364227103,1001.0,1호선,1006.0,6호선,2.0,3.0,2-3
1001000127,동묘앞,1001,1호선,1001000126,1001000128,신설동,동대문,37.5732166600283,127.016364227103,1001.0,1호선,1006.0,6호선,7.0,1.0,7-1
1001000128,동대문,1001,1호선,1001000127,1001000129,동묘앞,종로5가,37.571669405802616,127.01063381083677,1001.0,1호선,1004.0,4호선,9.0,3.0,9-3
1001000128,동대문,1001,1호선,1001000127,1001000129,동묘앞,종로5가,37.571669405802616,127.01063381083677,1001.0,1호선,1004.0,4호선,1.0,3.0,1-3
1001000129,종로5가,1001,1호선,1001000128,1001000130,동대문,종로3가,37.57097610838373,127.00153834521934,,,,,,,
1001000130,종로3가,1001,1호선,1001000129,1001000131,종로5가,종각,37.570420844523,126.992153252476,1001.0,1호선,1005.0,5호선,6.0,1.0,6-1
1001000131,종각,1001,1호선,1001000130,1001000132,종로3가,시청,37.57022799091224,126.98315081716676,,,,,,,
1001000132,시청,1001,1호선,1001000131,1001000133,종각,서울,37.56534539636417,126.97719821079863,1001.0,1호선,1002.0,2호선,10.0,4.0,10-4
1001000132,시청,1001,1호선,1001000131,1001000133,종각,서울,37.56534539636417,126.97719821079863,1001.0,1호선,1002.0,2호선,1.0,1.0,1-1
1009000937,둔촌오륜,1009,9호선,1009000936,1009000938,올림픽공원,중앙보훈병원,37.51940803726135,127.13865206962898,,,,,,,
1081370010,세종대왕릉,1081,경강선,1081370009,1081370011,부발,여주,37.2936326216504,127.57065963840586,,,,,,,
1079340004,경전철의정부,1079,의정부,1079340003,1079340005,범골,의정부시청,37.7372643130628,127.04330596631,,,,,,,
1078330012,가정중앙시장,1078,인천2호선,1078330011,1078330013,가정,석남,37.5175263931377,126.676823324228,,,,,,,
1005000554,강일,1005,5호선,1005000553,1005000555,상일동,미사,37.5574259795986,127.175680183486,,,,,,,
1005000555,미사,1005,5호선,1005000554,1005000556,강일,하남풍산,37.562991348199,127.192490980441,,,,,,,
1005000556,하남풍산,1005,5호선,1005000555,1005000557,미사,하남시청,37.5522898049699,127.204006631381,,,,,,,
1005000557,하남시청,1005,5호선,1005000556,1005000558,하남풍산,하남검단산,37.5419775122576,127.206298162203,,,,,,,
1005000558,하남검단산,1005,5호선,1005000557,1005000558,하남시청,하남검단산,37.5398032640088,127.223219337317,,,,,,,
1075075236,신갈,1075,수인분당선,1075075235,1075075237,구성,기흥,37.2861483619847,127.111284750107,,,,,,,
1075075237,기흥,1075,수인분당선,1075075236,1075075238,신갈,상갈,37.2754972009506,127.115955078051,,,,,,,
1075075238,상갈,1075,수인분당선,1075075237,1075075239,기흥,청명,37.261811831367,127.108737254546,,,,,,,
1075075239,청명,1075,수인분당선,1075075238,1075075240,상갈,영통,37.2595395723925,127.078969000537,,,,,,,
1075075240,영통,1075,수인분당선,1075075239,1075075241,청명,망포,37.2515035095752,127.07133191773,,,,,,,
1075075241,망포,1075,수인분당선,1075075240,1075075242,영통,매탄권선,37.2458383703858,127.056854781327,,,,,,,
1075075242,매탄권선,1075,수인분당선,1075075241,1075075243,망포,수원시청,37.2525055074191,127.040808657326,,,,,,,
1075075243,수원시청,1075,수인분당선,1075075242,1075075244,매탄권선,매교,37.2619226180172,127.030857188083,,,,,,,
1075075244,매교,1075,수인분당선,1075075243,1075075245,수원시청,수원,37.2655153235144,127.01590057208,,,,,,,
1075075245,수원,1075,수인분당선,1075075244,1075075246,매교,고색,37.26568218296588,127.00004960484384,1075.0,수인분당선,1001.0,1호선,2.0,3.0,2-3
1075075246,고색,1075,수인분당선,1075075245,1075075247,수원,오목천,37.2497717717764,126.980572516343,,,,,,,
1075075247,오목천,1075,수인분당선,1075075246,1075075248,고색,어천,37.2433596329495,126.963902835862,,,,,,,
1075075248,어천,1075,수인분당선,1075075247,1075075249,오목천,야목,37.25008784954119,126.90880001435008,,,,,,,
1075075249,야목,1075,수인분당선,1075075248,1075075250,어천,사리,37.2614226743824,126.883773399214,,,,,,,
1075075250,사리,1075,수인분당선,1075075249,1075075251,야목,한대앞,37.290641235808586,126.85710444456184,,,,,,,
1075075251,한대앞,1075,수인분당선,1075075250,1075075252,사리,중앙,37.3102070123702,126.85324560267,,,,,,,
1075075252,중앙,1075,수인분당선,1075075251,1075075253,한대앞,고잔,37.316040183909934,126.8379593376949,,,,,,,
1075075253,고잔,1075,수인분당선,1075075252,1075075254,중앙,초지,37.3168252865338,126.822470479766,,,,,,,
1075075254,초지,1075,수인분당선,1075075253,1075075255,고잔,안산,37.320896443419954,126.805462232742,,,,,,,
1075075255,안산,1075,수인분당선,1075075254,1075075256,초지,신길온천,37.32740075973935,126.78801883475911,,,,,,,
1075075256,신길온천,1075,수인분당선,1075075255,1075075257,안산,정왕,37.33789250317993,126.76655878915672,,,,,,,
1075075257,정왕,1075,수인분당선,1075075256,1075075258,신길온천,오이도,37.3520125238326,126.742261089582,,,,,,,
1075075258,오이도,1075,수인분당선,1075075257,1075075259,정왕,달월,37.362929236026645,126.73892305019992,,,,,,,
1075075259,달월,1075,수인분당선,1075075258,1075075260,오이도,월곶,37.3800267658985,126.74540347645,,,,,,,
1075075260,월곶,1075,수인분당선,1075075259,1075075261,달월,소래포구,37.3918207044367,126.742707561155,,,,,,,
1075075261,소래포구,1075,수인분당선,1075075260,1075075262,월곶,인천논현,37.4009402347666,126.733492081979,,,,,,,
1075075262,인천논현,1075,수인분당선,1075075261,1075075263,소래포구,호구포,37.4006589466073,126.722452080127,,,,,,,
1075075263,호구포,1075,수인분당선,1075075262,1075075264,인천논현,남동인더스파크,37.4016421735726,126.708683171095,,,,,,,
1075075264,남동인더스파크,1075,수인분당선,1075075263,1075075265,호구포,원인재,37.4077423820652,126.695227491501,,,,,,,
1075075265,원인재,1075,수인분당선,1075075264,1075075266,남동인더스파크,연수,37.4132120460243,126.686457819329,,,,,,,
1075075266,연수,1075,수인분당선,1075075265,1075075267,원인재,송도,37.41792798381812,126.67874745918829,,,,,,,
1075075267,송도,1075,수인분당선,1075075266,1075075268,연수,인하대,37.4299616326114,126.654675713707,,,,,,,
1075075268,인하대,1075,수인분당선,1075075267,1075075269,송도,숭의,37.4483386165197,126.649763418519,,,,,,,
1075075269,숭의,1075,수인분당선,1075075268,1075075270,인하대,신포,37.460799611154286,126.63841022084426,,,,,,,
1001080173,탕정,1001,1호선,1001080172,1001080174,아산,배방,36.7882087107804,127.08439248328,,,,,,,
1075075270,신포,1075,수인분당선,1075075269,1075075271,숭의,인천,37.4684545360849,126.624533685908,,,,,,,
1075075271,인천,1075,수인분당선,1075075270,1075075271,신포,인천,37.4764686136348,126.617398357613,,,,,,,
1008000820,복정,1008,8호선,1008000819,1008000821,장지,남위례,37.47074367341675,127.12672175187316,1008.0,8호선,1075.0,수인분당선,4.0,2.0,4-2
1008000820,복정,1008,8호선,1008000819,1008000821,장지,남위례,37.47074367341675,127.12672175187316,1008.0,8호선,1075.0,수인분당선,3.0,2.0,3-2
1008000821,남위례,1008,8호선,1008000820,1008000822,복정,산성,37.4627230752808,127.139350997519,,,,,,,
1008000822,산성,1008,8호선,1008000821,1008000823,남위례,남한산성입구,37.45688146871903,127.14994186233623,,,,,,,
1008000823,남한산성입구,1008,8호선,1008000822,1008000824,산성,단대오거리,37.4516686968693,127.159882577768,,,,,,,
1008000824,단대오거리,1008,8호선,1008000823,1008000825,남한산성입구,신흥,37.44502248894697,127.156769790167,,,,,,,
1008000825,신흥,1008,8호선,1008000824,1008000826,단대오거리,수진,37.4409230460675,127.147538132656,,,,,,,
1008000826,수진,1008,8호선,1008000825,1008000827,신흥,모란,37.4373779787206,127.140534508419,1008.0,8호선,1075.0,수인분당선,1.0,1.0,1-1
1008000827,모란,1008,8호선,1008000826,1008000827,수진,모란,37.4340382896277,127.129970457799,,,,,,,
1007000760,산곡,1007,7호선,1007000759,1007000760,부평구청,산곡,37.5086071956774,126.703543714352,,,,,,,
1007000761,석남,1007,7호선,1007000760,1007000761,산곡,석남,37.5062431189861,126.676149271119,,,,,,,
1069073139,송도달빛축제공원,1069,인천1호선,1069073138,1069073139,국제업무지구,송도달빛축제공원,37.406920219432,126.62601790846256,,,,,,,
1006000648,신내,1006,6호선,1006000647,1006000648,봉화산,신내,37.6124910157349,127.104271439503,1006.0,6호선,1067.0,경춘선,8.0,4.0,8-4
